platform_key,platform_label,section,command,description,type
netscalersdx,NetScaler SDX,Telemetry,show telemetry metrics,Lists telemetry metrics,show
netscalersdx,NetScaler SDX,Telemetry,show telemetry metrics -detail,Shows detailed telemetry metrics,show
netscalersdx,NetScaler SDX,Telemetry,show telemetry endpoints,Lists telemetry endpoints,show
netscalersdx,NetScaler SDX,Telemetry,show telemetry endpoints -detail,Shows detailed endpoint info,show
netscalersdx,NetScaler SDX,Telemetry,show telemetry logs,Shows telemetry logs,show
netscalersdx,NetScaler SDX,Telemetry,show telemetry health,Shows telemetry health summary,show
netscalersdx,NetScaler SDX,Telemetry,show telemetry events,Shows telemetry events,show
netscalersdx,NetScaler SDX,Telemetry,show telemetry alerts,Shows telemetry alerts,show
netscalersdx,NetScaler SDX,Analytics,show analytics,Shows analytics summary,show
netscalersdx,NetScaler SDX,Analytics,show analytics cpu,Shows CPU analytics,show
netscalersdx,NetScaler SDX,Analytics,show analytics memory,Shows memory analytics,show
netscalersdx,NetScaler SDX,Analytics,show analytics disk,Shows disk analytics,show
netscalersdx,NetScaler SDX,Analytics,show analytics network,Shows network analytics,show
netscalersdx,NetScaler SDX,Analytics,show analytics vpx,Shows VPX analytics,show
netscalersdx,NetScaler SDX,Analytics,show analytics vm,Shows VM analytics,show
netscalersdx,NetScaler SDX,Analytics,show analytics hardware,Shows hardware analytics,show
netscalersdx,NetScaler SDX,Analytics,show analytics events,Shows analytics events,show
netscalersdx,NetScaler SDX,Analytics,show analytics alerts,Shows analytics alerts,show
netscalersdx,NetScaler SDX,Logging,show logging,Shows logging configuration,show
netscalersdx,NetScaler SDX,Logging,show logging status,Shows logging status,show
netscalersdx,NetScaler SDX,Logging,show logging files,Lists log files,show
netscalersdx,NetScaler SDX,Logging,show logging files -detail,Shows detailed log file info,show
netscalersdx,NetScaler SDX,Logging,show logging syslog,Shows syslog configuration,show
netscalersdx,NetScaler SDX,Logging,show logging syslog servers,Lists syslog servers,show
netscalersdx,NetScaler SDX,Logging,show logging audit,Shows audit logs,show
netscalersdx,NetScaler SDX,Logging,show logging debug,Shows debug logs,show
netscalersdx,NetScaler SDX,Logging,show logging events,Shows event logs,show
netscalersdx,NetScaler SDX,Logging,show logging alerts,Shows alert logs,show
netscalersdx,NetScaler SDX,Platform Internals,show internal processes,Shows internal processes,show
netscalersdx,NetScaler SDX,Platform Internals,show internal threads,Shows internal threads,show
netscalersdx,NetScaler SDX,Platform Internals,show internal modules,Shows internal modules,show
netscalersdx,NetScaler SDX,Platform Internals,show internal modules -detail,Shows detailed module info,show
netscalersdx,NetScaler SDX,Platform Internals,show internal tasks,Shows internal tasks,show
netscalersdx,NetScaler SDX,Platform Internals,show internal tasks -detail,Shows detailed task info,show
netscalersdx,NetScaler SDX,Platform Internals,show internal queues,Shows internal queues,show
netscalersdx,NetScaler SDX,Platform Internals,show internal queues -detail,Shows detailed queue info,show
netscalersdx,NetScaler SDX,Platform Internals,show internal memory,Shows internal memory usage,show
netscalersdx,NetScaler SDX,Platform Internals,show internal memory -detail,Shows detailed internal memory usage,show
netscalersdx,NetScaler SDX,System Control,show control,Shows system control summary,show
netscalersdx,NetScaler SDX,System Control,show control power,Shows power control options,show
netscalersdx,NetScaler SDX,System Control,show control reboot,Shows reboot options,show
netscalersdx,NetScaler SDX,System Control,show control shutdown,Shows shutdown options,show
netscalersdx,NetScaler SDX,System Control,reboot system,Reboots SDX system,show
netscalersdx,NetScaler SDX,System Control,shutdown system,Shuts down SDX system,show
netscalersdx,NetScaler SDX,System Control,restart services,Restarts all services,show
netscalersdx,NetScaler SDX,System Control,restart service <name>,Restarts specific service,show
netscalersdx,NetScaler SDX,System Control,stop service <name>,Stops service,show
netscalersdx,NetScaler SDX,System Control,start service <name>,Starts service,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug modules,Lists debug modules,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug modules -detail,Shows detailed debug module info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug flags,Shows debug flags,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug flags -detail,Shows detailed debug flag info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug logs,Shows debug logs,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug trace,Shows trace logs,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug trace -detail,Shows detailed trace logs,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug crash,Shows crash debug info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug crash -detail,Shows detailed crash debug info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug memory,Shows debug memory info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug memory -detail,Shows detailed debug memory info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug scheduler,Shows scheduler debug info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug scheduler -detail,Shows detailed scheduler info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug hypervisor,Shows hypervisor debug info,show
netscalersdx,NetScaler SDX,Advanced Debug,show debug hypervisor -detail,Shows detailed hypervisor debug info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware pci,Shows PCI devices,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware pci -detail,Shows detailed PCI info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware cpu,Shows CPU hardware info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware cpu -detail,Shows detailed CPU hardware info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware memory,Shows memory hardware info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware memory -detail,Shows detailed memory hardware info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware sensors,Shows hardware sensors,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware sensors -detail,Shows detailed sensor info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware fans,Shows fan info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware fans -detail,Shows detailed fan info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware psu,Shows PSU info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware psu -detail,Shows detailed PSU info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware thermal,Shows thermal info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware thermal -detail,Shows detailed thermal info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware voltage,Shows voltage info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware voltage -detail,Shows detailed voltage info,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware inventory,Shows hardware inventory,show
netscalersdx,NetScaler SDX,Hardware Internals,show hardware inventory -detail,Shows detailed hardware inventory,show
netscalersdx,NetScaler SDX,Engineering,show engineering,Shows engineering mode status,show
netscalersdx,NetScaler SDX,Engineering,show engineering logs,Shows engineering logs,show
netscalersdx,NetScaler SDX,Engineering,show engineering modules,Lists engineering modules,show
netscalersdx,NetScaler SDX,Engineering,show engineering modules -detail,Shows detailed engineering module info,show
netscalersdx,NetScaler SDX,Engineering,show engineering debug,Shows engineering debug info,show
netscalersdx,NetScaler SDX,Engineering,show engineering trace,Shows engineering trace logs,show
netscalersdx,NetScaler SDX,Engineering,show engineering trace -detail,Shows detailed trace logs,show
netscalersdx,NetScaler SDX,Engineering,show engineering scheduler,Shows engineering scheduler info,show
netscalersdx,NetScaler SDX,Engineering,show engineering scheduler -detail,Shows detailed scheduler info,show
netscalersdx,NetScaler SDX,Engineering,show engineering hypervisor,Shows engineering hypervisor info,show
netscalersdx,NetScaler SDX,Engineering,show engineering hypervisor -detail,Shows detailed hypervisor info,show
netscalersdx,NetScaler SDX,System Internals,show sysctl,Shows sysctl parameters,show
netscalersdx,NetScaler SDX,System Internals,show sysctl -detail,Shows detailed sysctl info,show
netscalersdx,NetScaler SDX,System Internals,show kernel,Shows kernel info,show
netscalersdx,NetScaler SDX,System Internals,show kernel modules,Lists kernel modules,show
netscalersdx,NetScaler SDX,System Internals,show kernel modules -detail,Shows detailed module info,show
netscalersdx,NetScaler SDX,System Internals,show kernel logs,Shows kernel logs,show
netscalersdx,NetScaler SDX,System Internals,show kernel threads,Shows kernel threads,show
netscalersdx,NetScaler SDX,System Internals,show kernel memory,Shows kernel memory usage,show
netscalersdx,NetScaler SDX,System Internals,show kernel memory -detail,Shows detailed kernel memory info,show
netscalersdx,NetScaler SDX,System Internals,show kernel scheduler,Shows kernel scheduler info,show
netscalersdx,NetScaler SDX,System Internals,show kernel scheduler -detail,Shows detailed scheduler info,show
netscalersdx,NetScaler SDX,Low-Level,show pci,Shows PCI devices,show
netscalersdx,NetScaler SDX,Low-Level,show pci -detail,Shows detailed PCI info,show
netscalersdx,NetScaler SDX,Low-Level,show dmidecode,Shows DMI hardware info,show
netscalersdx,NetScaler SDX,Low-Level,show dmidecode -detail,Shows detailed DMI info,show
netscalersdx,NetScaler SDX,Low-Level,show lspci,Shows PCI bus info,show
netscalersdx,NetScaler SDX,Low-Level,show lspci -vv,Shows verbose PCI info,show
netscalersdx,NetScaler SDX,Low-Level,show lsblk,Shows block devices,show
netscalersdx,NetScaler SDX,Low-Level,show lsblk -detail,Shows detailed block device info,show
netscalersdx,NetScaler SDX,Low-Level,show smartctl -a /dev/<disk>,Shows SMART disk info,show
netscalersdx,NetScaler SDX,Low-Level,show hdparm -I /dev/<disk>,Shows disk hardware info,show
netscalersdx,NetScaler SDX,Final,show everything,Displays full SDX system state,show
netscalersdx,NetScaler SDX,Final,show all,Displays all SDX subsystems,show
netscalersdx,NetScaler SDX,Final,show full-diagnostics,Runs full diagnostics suite,show
netscalersdx,NetScaler SDX,Final,show platform-summary,Shows complete platform summary,show
netscalersdx,NetScaler SDX,Final,show platform-health,Shows complete platform health,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show version,Shows WLC software version,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show platform,Shows platform details,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show inventory,Shows hardware inventory,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show environment all,Shows fans,PSU
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show processes cpu sorted,Shows CPU usage sorted,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show processes memory sorted,Shows memory usage sorted,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show logging,Shows system logs,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show logging onboard,Shows onboard logging,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show tech-support,Generates full tech support output,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show redundancy,Shows redundancy state,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show redundancy status,Shows HA status,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show redundancy switchover history,Shows HA switchover history,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show wireless management trustpoint,Shows trustpoint configuration,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show wireless country,Shows configured regulatory domain,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show wireless profile policy summary,Shows policy profiles,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show wireless profile flex summary,Shows FlexConnect profiles,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show wireless profile qos summary,Shows QoS profiles,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show wireless profile avc summary,Shows AVC profiles,show
ciscoiosxe_wlc,Cisco IOS XE WLC,System,show wireless profile wips summary,Shows WIPS profiles,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap summary,Lists all APs,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> summary,Shows AP summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> config general,Shows AP general config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> config slot <slot>,Shows AP radio config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> config dot11 24ghz,Shows 2.4GHz config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> config dot11 5ghz,Shows 5GHz config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> config dot11 6ghz,Shows 6GHz config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> join stats,Shows AP join statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> join detail,Shows AP join details,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> packet-capture status,Shows AP packet capture status,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> packet-capture config,Shows AP capture config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats,Shows AP statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats dot11 24ghz,Shows 2.4GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats dot11 5ghz,Shows 5GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats dot11 6ghz,Shows 6GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats client,Shows client stats per AP,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats packet,Shows packet counters,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats error,Shows AP error counters,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats cpu,Shows AP CPU usage,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats memory,Shows AP memory usage,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats temperature,Shows AP temperature,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats power,Shows AP power draw,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats poe,Shows PoE status,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats uptime,Shows AP uptime,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats crash,Shows AP crash logs,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AP Management,show ap name <ap> stats reboot-history,Shows AP reboot history,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rf-summary,Shows RF summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rf-stats,Shows RF statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rf-stats dot11 24ghz,Shows 2.4GHz RF stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rf-stats dot11 5ghz,Shows 5GHz RF stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rf-stats dot11 6ghz,Shows 6GHz RF stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm summary,Shows RRM summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 24ghz summary,Shows 2.4GHz RRM summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 5ghz summary,Shows 5GHz RRM summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 6ghz summary,Shows 6GHz RRM summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 24ghz channel,Shows 2.4GHz channel plan,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 5ghz channel,Shows 5GHz channel plan,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 6ghz channel,Shows 6GHz channel plan,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 24ghz txpower,Shows 2.4GHz power levels,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 5ghz txpower,Shows 5GHz power levels,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm dot11 6ghz txpower,Shows 6GHz power levels,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm neighbor summary,Shows RRM neighbor list,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm stats,Shows RRM stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF,show wireless rrm measurements,Shows RRM measurements,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan summary,Lists WLANs,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan id <id>,Shows WLAN details,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan name <name>,Shows WLAN details by name,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan security <id>,Shows WLAN security settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan qos <id>,Shows WLAN QoS settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan aaa <id>,Shows WLAN AAA settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan timers <id>,Shows WLAN timers,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats <id>,Shows WLAN statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats client <id>,Shows WLAN client stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats traffic <id>,Shows WLAN traffic stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats qos <id>,Shows WLAN QoS stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats security <id>,Shows WLAN security stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats dot11 24ghz <id>,Shows WLAN 2.4GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats dot11 5ghz <id>,Shows WLAN 5GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats dot11 6ghz <id>,Shows WLAN 6GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan mobility <id>,Shows WLAN mobility settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan wips <id>,Shows WLAN WIPS settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan avc <id>,Shows WLAN AVC settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan policy <id>,Shows WLAN policy profile,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan flex <id>,Shows WLAN FlexConnect settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats multicast <id>,Shows WLAN multicast stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats mcast <id>,Shows WLAN multicast counters,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats roam <id>,Shows WLAN roaming stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats auth <id>,Shows WLAN authentication stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats assoc <id>,Shows WLAN association stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats dhcp <id>,Shows WLAN DHCP stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats radius <id>,Shows WLAN RADIUS stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats eap <id>,Shows WLAN EAP stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats pmkid <id>,Shows WLAN PMKID stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats keymgmt <id>,Shows WLAN key management stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WLANs,show wlan stats dot1x <id>,Shows WLAN 802.1X stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client summary,Shows all wireless clients,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac>,Shows client details,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> detail,Shows detailed client info,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> statistics,Shows client statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> mobility,Shows client mobility info,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> security,Shows client security info,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> dot11 24ghz,Shows 2.4GHz client stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> dot11 5ghz,Shows 5GHz client stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> dot11 6ghz,Shows 6GHz client stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> traffic,Shows client traffic counters,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> dhcp,Shows DHCP state for client,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> dot1x,Shows 802.1X state,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> eap,Shows EAP authentication state,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> timers,Shows client timers,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> stats roam,Shows roaming stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> stats auth,Shows authentication stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> stats assoc,Shows association stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> stats qos,Shows QoS stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> stats avc,Shows AVC stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client mac <mac> stats wips,Shows WIPS stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client ap <ap>,Shows clients on AP,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client vlan <vlan>,Shows clients on VLAN,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client username <user>,Shows client by username,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client summary | include <ssid>,Filters clients by SSID,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Clients,show wireless client summary | include <mac>,Filters clients by MAC,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility summary,Shows mobility summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility peers,Shows mobility peers,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility statistics,Shows mobility statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility timers,Shows mobility timers,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility ap-list,Shows AP mobility list,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility client <mac>,Shows mobility info for client,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility roam-history <mac>,Shows client roam history,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility statistics detail,Shows detailed mobility stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility anchor,Shows anchor WLCs,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Mobility,show wireless mobility foreign,Shows foreign WLCs,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security summary,Shows security summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security wpa,Shows WPA settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security wpa akm,Shows AKM settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security wpa pmf,Shows PMF settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security dot1x,Shows 802.1X settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security eap,Shows EAP settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security macfilter,Shows MAC filtering settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security wips,Shows WIPS settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security wpa keymgmt,Shows key management settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security timers,Shows security timers,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security stats,Shows security statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security stats dot1x,Shows 802.1X stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security stats eap,Shows EAP stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security stats pmf,Shows PMF stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Security,show wireless security stats wpa,Shows WPA stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show aaa servers,Shows AAA servers,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show aaa authentication,Shows authentication config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show aaa authorization,Shows authorization config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show aaa accounting,Shows accounting config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show radius statistics,Shows RADIUS statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show radius server-group,Shows RADIUS server groups,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show tacacs server-group,Shows TACACS server groups,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show wireless aaa summary,Shows AAA summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show wireless aaa timers,Shows AAA timers,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AAA,show wireless aaa stats,Shows AAA statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips summary,Shows WIPS summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips rogue-summary,Shows rogue summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips rogue ap,Shows rogue APs,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips rogue client,Shows rogue clients,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips containment,Shows containment settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips stats,Shows WIPS statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips alarms,Shows WIPS alarms,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips events,Shows WIPS events,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips signatures,Shows WIPS signatures,show
ciscoiosxe_wlc,Cisco IOS XE WLC,WIPS,show wireless wips signature-stats,Shows signature statistics,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc summary,Shows AVC summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc statistics,Shows AVC statistics,show
